tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|SRUUF|SPROTT PHYSICAL URANIUM TR UNIT (Canada)|OTCX OTC LINK ECN ATS|OTCX|151130|637|2025-12-15
OTC|SSDOY|Shiseido Co Ltd Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|14283|50|2025-12-15
OTC|SSDOY|Shiseido Co Ltd Ord American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|2287|17|2025-12-15
OTC|SSDOY|Shiseido Co Ltd Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|10122|67|2025-12-15
OTC|SSEBD|Silver Spruce Resources Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|3|1|2025-12-15
OTC|SSEZY|SSE Plc Sponsored ADR (United Kingdom)|ARCA GLOBAL OTC|ARCA|140625|496|2025-12-15
OTC|SSEZY|SSE Plc Sponsored ADR (United Kingdom)|OTCN OTC LINK NQB IDQS|OTCN|57629|241|2025-12-15
OTC|SSEZY|SSE Plc Sponsored ADR (United Kingdom)|OTCX OTC LINK ECN ATS|OTCX|29058|184|2025-12-15
OTC|SSHT|SSHT S&T Group Ltd. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|718497|85|2025-12-15
OTC|SSHT|SSHT S&T Group Ltd. Common Stock|OTCX OTC LINK ECN ATS|OTCX|640119|20|2025-12-15
OTC|SSLZY|Santos, Ltd. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|17167|58|2025-12-15
OTC|SSLZY|Santos, Ltd. American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|12686|42|2025-12-15
OTC|SSLZY|Santos, Ltd. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|23116|41|2025-12-15
OTC|SSMXY|Sysmex Corporation Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|25429|91|2025-12-15
OTC|SSMXY|Sysmex Corporation Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|21356|92|2025-12-15
OTC|SSMXY|Sysmex Corporation Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|20638|93|2025-12-15
OTC|SSREY|Swiss Re Ltd Sponsored ADR (Switzerland)|ARCA GLOBAL OTC|ARCA|9141|43|2025-12-15
OTC|SSREY|Swiss Re Ltd Sponsored ADR (Switzerland)|OTCN OTC LINK NQB IDQS|OTCN|2643|19|2025-12-15
OTC|SSREY|Swiss Re Ltd Sponsored ADR (Switzerland)|OTCX OTC LINK ECN ATS|OTCX|8632|65|2025-12-15
OTC|SSUMY|Sumitomo Corp American Depositary Shares|ARCA GLOBAL OTC|ARCA|26469|404|2025-12-15
OTC|SSUMY|Sumitomo Corp American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|10208|78|2025-12-15
OTC|SSUMY|Sumitomo Corp American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|15816|307|2025-12-15
OTC|SSUP|Superior Industries International, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|10990|2|2025-12-15
OTC|SSVFF|Southern Silver Exploration Corp Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|52017|12|2025-12-15
OTC|SSVFF|Southern Silver Exploration Corp Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|117670|25|2025-12-15
OTC|SSYRF|SASSY GOLD CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|10000|1|2025-12-15
OTC|STBFY|Suntory Beverage & Food Ltd American Depositary Shares (Unsponsored)(Japan)|ARCA GLOBAL OTC|ARCA|3942|37|2025-12-15
OTC|STBFY|Suntory Beverage & Food Ltd American Depositary Shares (Unsponsored)(Japan)|OTCN OTC LINK NQB IDQS|OTCN|1410|18|2025-12-15
OTC|STBFY|Suntory Beverage & Food Ltd American Depositary Shares (Unsponsored)(Japan)|OTCX OTC LINK ECN ATS|OTCX|4059|28|2025-12-15
OTC|STBGY|SCANDINAVIAN TOB GROUP A/S American Depositary Receipts - Unsponsored (Denmark)|OTCX OTC LINK ECN ATS|OTCX|2|1|2025-12-15
OTC|STBI|STURGIS BANCORP INC COM|OTCN OTC LINK NQB IDQS|OTCN|2555|12|2025-12-15
OTC|STBI|STURGIS BANCORP INC COM|OTCX OTC LINK ECN ATS|OTCX|157|1|2025-12-15
OTC|STBK|STUDIO FINL HLDGS INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|5500|3|2025-12-15
OTC|STBXF|Starbox Group Holdings Ltd. Class A Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|200|1|2025-12-15
OTC|STCK|GRAYSCALE STACKS TR STX Common Stock|OTCN OTC LINK NQB IDQS|OTCN|10931|59|2025-12-15
OTC|STCK|GRAYSCALE STACKS TR STX Common Stock|OTCX OTC LINK ECN ATS|OTCX|1511|8|2025-12-15
OTC|STCUF|Star Copper Corp. Common Shares|ARCA GLOBAL OTC|ARCA|3109|5|2025-12-15
OTC|STCUF|Star Copper Corp. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|7860|8|2025-12-15
OTC|STCUF|Star Copper Corp. Common Shares|OTCX OTC LINK ECN ATS|OTCX|16|1|2025-12-15
OTC|STEK|STEMTECH CORP Common Stock|OTCN OTC LINK NQB IDQS|OTCN|2234518|17|2025-12-15
OTC|STEK|STEMTECH CORP Common Stock|OTCX OTC LINK ECN ATS|OTCX|2|1|2025-12-15
OTC|STGZ|Stargaze Entertainment Group Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|20000|1|2025-12-15
OTC|STHRF|STRATHCONA RES LTD NEW COM (Canada)|ARCA GLOBAL OTC|ARCA|526|2|2025-12-15
OTC|STHRF|STRATHCONA RES LTD NEW COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|719|5|2025-12-15
OTC|STHRF|STRATHCONA RES LTD NEW COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|900|7|2025-12-15
OTC|STJO|St. Joseph, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|30000|2|2025-12-15
OTC|STKXF|STRIKEPOINT GOLD INC COM NO PAR (Canada)|OTCN OTC LINK NQB IDQS|OTCN|3000|1|2025-12-15
OTC|STLE|Steele Bancorp, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|200|1|2025-12-15
OTC|STLJF|STELLA JONES INC COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|10|1|2025-12-15
OTC|STLNF|STALLION URANIUM CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|2588|5|2025-12-15
OTC|STLRF|STLLR GOLD INC COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|5000|8|2025-12-15
OTC|STLRF|STLLR GOLD INC COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|4250|5|2025-12-15
OTC|STPGF|Steppe Gold Limited Common Shares|ARCA GLOBAL OTC|ARCA|4100|2|2025-12-15
OTC|STPGF|Steppe Gold Limited Common Shares|OTCN OTC LINK NQB IDQS|OTCN|95450|58|2025-12-15
OTC|STPGF|Steppe Gold Limited Common Shares|OTCX OTC LINK ECN ATS|OTCX|75850|31|2025-12-15
OTC|STRNY|Severn Trent Plc Sponsored ADR (UK)|ARCA GLOBAL OTC|ARCA|4271|26|2025-12-15
OTC|STRNY|Severn Trent Plc Sponsored ADR (UK)|OTCN OTC LINK NQB IDQS|OTCN|1841|24|2025-12-15
OTC|STRNY|Severn Trent Plc Sponsored ADR (UK)|OTCX OTC LINK ECN ATS|OTCX|2907|29|2025-12-15
OTC|STRPF|STARR PEAK MNG LTD Ordinary Shares|ARCA GLOBAL OTC|ARCA|15238|3|2025-12-15
OTC|STRPF|STARR PEAK MNG LTD Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|5865|2|2025-12-15
OTC|STSBF|South Star Battery Metals Corp. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|50000|2|2025-12-15
OTC|STTDF|STANDARD URANIUM LTD Common Stock|OTCN OTC LINK NQB IDQS|OTCN|77271|7|2025-12-15
OTC|SUBCY|Subsea 7 S.A. American Depositary Shares|ARCA GLOBAL OTC|ARCA|905|11|2025-12-15
OTC|SUBCY|Subsea 7 S.A. American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|207|5|2025-12-15
OTC|SUHJY|Sun Hung Kai Pptys Ltd Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|11433|117|2025-12-15
OTC|SUHJY|Sun Hung Kai Pptys Ltd Ord American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|2703|29|2025-12-15
OTC|SUHJY|Sun Hung Kai Pptys Ltd Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|7172|74|2025-12-15
OTC|SUNPF|SUN PEAK METALS CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|3500|1|2025-12-15
OTC|SUNWQ|SUNWORKS INC COM NEW|OTCX OTC LINK ECN ATS|OTCX|1|1|2025-12-15
OTC|SUOPY|Sumco Corp Tokyo ADR (Japan)|ARCA GLOBAL OTC|ARCA|34|3|2025-12-15
OTC|SUOPY|Sumco Corp Tokyo ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|143|3|2025-12-15
OTC|SUOPY|Sumco Corp Tokyo ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|3|3|2025-12-15
OTC|SURMF|SURFACE METALS INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|5000|1|2025-12-15
OTC|SUTNY|Sumitomo Mitsui Trust Group, Inc. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|8161|29|2025-12-15
OTC|SUTNY|Sumitomo Mitsui Trust Group, Inc. American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|2190|8|2025-12-15
OTC|SUTNY|Sumitomo Mitsui Trust Group, Inc. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|3007|25|2025-12-15
OTC|SUUFF|STRATHMORE PLUS URANIUM CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|30000|3|2025-12-15
OTC|SUUIF|Superior Plus Corp. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|800|6|2025-12-15
OTC|SVAUF|Storagevault Cda Inc. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|700|6|2025-12-15
OTC|SVBL|SILVER BULL RES INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|6000|2|2025-12-15
OTC|SVCTF|Senvest Capital Inc Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|25|1|2025-12-15
OTC|SVIIF|Spring Valley Acquisition Corp. II Class A Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|12256|19|2025-12-15
OTC|SVIIF|Spring Valley Acquisition Corp. II Class A Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|6968|18|2025-12-15
OTC|SVIRF|SPRING VY ACQUISITION CORP II Rights   02/25/2026|OTCN OTC LINK NQB IDQS|OTCN|33470|14|2025-12-15
OTC|SVIRF|SPRING VY ACQUISITION CORP II Rights   02/25/2026|OTCX OTC LINK ECN ATS|OTCX|10177|8|2025-12-15
OTC|SVIWF|SPRING VY ACQUISITION CORP II Warrant   02/25/2026|OTCN OTC LINK NQB IDQS|OTCN|29700|24|2025-12-15
OTC|SVIWF|SPRING VY ACQUISITION CORP II Warrant   02/25/2026|OTCX OTC LINK ECN ATS|OTCX|5000|1|2025-12-15
OTC|SVNDY|Seven & I Holdings Co Ltd Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|23195|82|2025-12-15
OTC|SVNDY|Seven & I Holdings Co Ltd Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|12482|42|2025-12-15
OTC|SVNDY|Seven & I Holdings Co Ltd Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|1993|14|2025-12-15
OTC|SVNLY|Svenska Handelsbanken Unsponsored ADR representing A Shares (Sweden)|ARCA GLOBAL OTC|ARCA|20316|31|2025-12-15
OTC|SVNLY|Svenska Handelsbanken Unsponsored ADR representing A Shares (Sweden)|OTCN OTC LINK NQB IDQS|OTCN|10018|16|2025-12-15
OTC|SVNLY|Svenska Handelsbanken Unsponsored ADR representing A Shares (Sweden)|OTCX OTC LINK ECN ATS|OTCX|33570|46|2025-12-15
OTC|SVRSF|SILVER STORM MINING LTD Common Stock|OTCN OTC LINK NQB IDQS|OTCN|471363|31|2025-12-15
OTC|SVRSF|SILVER STORM MINING LTD Common Stock|OTCX OTC LINK ECN ATS|OTCX|27877|5|2025-12-15
OTC|SVUHF|SRIVARU HLDG LTD Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|1223|21|2025-12-15
OTC|SVUHF|SRIVARU HLDG LTD Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|1033|7|2025-12-15
OTC|SWDBY|Swedbank AB Sponsored ADR (Sweden)|ARCA GLOBAL OTC|ARCA|1370|21|2025-12-15
OTC|SWDBY|Swedbank AB Sponsored ADR (Sweden)|OTCN OTC LINK NQB IDQS|OTCN|1278|14|2025-12-15
OTC|SWDBY|Swedbank AB Sponsored ADR (Sweden)|OTCX OTC LINK ECN ATS|OTCX|554|5|2025-12-15
OTC|SWGAY|Swatch Group Ag (The) Unsponsored ADR (Switzerland)|ARCA GLOBAL OTC|ARCA|97854|227|2025-12-15
OTC|SWGAY|Swatch Group Ag (The) Unsponsored ADR (Switzerland)|OTCN OTC LINK NQB IDQS|OTCN|30835|98|2025-12-15
OTC|SWGAY|Swatch Group Ag (The) Unsponsored ADR (Switzerland)|OTCX OTC LINK ECN ATS|OTCX|52724|140|2025-12-15
OTC|SWISF|SEKUR PRIVATE DATA LTD Common Stock|OTCN OTC LINK NQB IDQS|OTCN|57339|6|2025-12-15
OTC|SWISF|SEKUR PRIVATE DATA LTD Common Stock|OTCX OTC LINK ECN ATS|OTCX|60582|11|2025-12-15
OTC|SWLFF|Silver Wolf Exploration Ltd Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|14100|2|2025-12-15
OTC|SWLFF|Silver Wolf Exploration Ltd Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|47874|5|2025-12-15
OTC|SWRAY|Swire Pacific Ltd Sponsored ADR representing 1 Class A Share|ARCA GLOBAL OTC|ARCA|6264|73|2025-12-15
OTC|SWRAY|Swire Pacific Ltd Sponsored ADR representing 1 Class A Share|OTCN OTC LINK NQB IDQS|OTCN|999|10|2025-12-15
OTC|SWRAY|Swire Pacific Ltd Sponsored ADR representing 1 Class A Share|OTCX OTC LINK ECN ATS|OTCX|3575|20|2025-12-15
OTC|SXGCF|SOUTHERN CROSS GOLD CONS LTD Common Shares|ARCA GLOBAL OTC|ARCA|4100|6|2025-12-15
OTC|SXGCF|SOUTHERN CROSS GOLD CONS LTD Common Shares|OTCN OTC LINK NQB IDQS|OTCN|6399|16|2025-12-15
OTC|SXGCF|SOUTHERN CROSS GOLD CONS LTD Common Shares|OTCX OTC LINK ECN ATS|OTCX|6800|10|2025-12-15
OTC|SXOOF|St Georges Eco Mng Corp Common Shares|OTCN OTC LINK NQB IDQS|OTCN|34500|3|2025-12-15
OTC|SXYAY|SIKA AG American Depositary Share (Switzerland)|ARCA GLOBAL OTC|ARCA|75706|181|2025-12-15
OTC|SXYAY|SIKA AG American Depositary Share (Switzerland)|OTCN OTC LINK NQB IDQS|OTCN|120688|282|2025-12-15
OTC|SXYAY|SIKA AG American Depositary Share (Switzerland)|OTCX OTC LINK ECN ATS|OTCX|24389|94|2025-12-15
OTC|SYHBF|Skyharbour Resources Ltd Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|12000|3|2025-12-15
OTC|SYHBF|Skyharbour Resources Ltd Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-15
OTC|SYIEY|Symrise Ag Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|51516|107|2025-12-15
OTC|SYIEY|Symrise Ag Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|34642|175|2025-12-15
OTC|SYIEY|Symrise Ag Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|12388|57|2025-12-15
OTC|SYRS|SYROS PHARMACEUTICALS INC COM NEW|OTCX OTC LINK ECN ATS|OTCX|18128|10|2025-12-15
OTC|SZGPY|Salzgitter AG Peine Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|1659|5|2025-12-15
OTC|SZGPY|Salzgitter AG Peine Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|3800|9|2025-12-15
OTC|SZGPY|Salzgitter AG Peine Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|1400|9|2025-12-15
OTC|SZKMY|Suzuki Motor Corp Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|10143|137|2025-12-15
OTC|SZKMY|Suzuki Motor Corp Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|6028|65|2025-12-15
OTC|SZKMY|Suzuki Motor Corp Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|2985|53|2025-12-15
OTC|SZLMY|Swiss Life Holding Unsponsored ADR representing Namen AKT Shares (Switzerland)|OTCN OTC LINK NQB IDQS|OTCN|1408|9|2025-12-15
OTC|SZLMY|Swiss Life Holding Unsponsored ADR representing Namen AKT Shares (Switzerland)|OTCX OTC LINK ECN ATS|OTCX|608|7|2025-12-15
OTC|TAKOF|VOLATUS AEROSPACE INC Common Shares|ARCA GLOBAL OTC|ARCA|2378|2|2025-12-15
OTC|TAKOF|VOLATUS AEROSPACE INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|10001|2|2025-12-15
OTC|TAKOF|VOLATUS AEROSPACE INC Common Shares|OTCX OTC LINK ECN ATS|OTCX|125229|24|2025-12-15
OTC|TARSF|SILVER NORTH RESOURCES LTD Common Shares|OTCN OTC LINK NQB IDQS|OTCN|12900|3|2025-12-15
OTC|TATYY|Tate & Lyle Plc  25 P Ord American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|5382|31|2025-12-15
OTC|TATYY|Tate & Lyle Plc  25 P Ord American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|2737|12|2025-12-15
OTC|TATYY|Tate & Lyle Plc  25 P Ord American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|11760|35|2025-12-15
OTC|TAVHY|Tav Havalimalari Holding AS Unsponsoreed ADR (Turkey)|OTCN OTC LINK NQB IDQS|OTCN|901|2|2025-12-15
OTC|TAVHY|Tav Havalimalari Holding AS Unsponsoreed ADR (Turkey)|OTCX OTC LINK ECN ATS|OTCX|42|3|2025-12-15
OTC|TBBC|Triad Business Bank Common Stock|OTCN OTC LINK NQB IDQS|OTCN|500|1|2025-12-15
OTC|TBBC|Triad Business Bank Common Stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-15
OTC|TBCRF|TIMBERCREEK FINL CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|6700|4|2025-12-15
OTC|TBCRF|TIMBERCREEK FINL CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|200|1|2025-12-15
OTC|TBLT|TOUGHBUILT INDS INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|243|17|2025-12-15
OTC|TBNGY|PT Bukit Asam Persero TBK American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|200|1|2025-12-15
OTC|TBRIF|Therma Bright Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|8000|1|2025-12-15
OTC|TBTC|Table Trac, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|8570|27|2025-12-15
OTC|TBTC|Table Trac, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|24|1|2025-12-15
OTC|TBXXF|King Copper Discovery Corp. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|47200|11|2025-12-15
OTC|TBXXF|King Copper Discovery Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|8000|4|2025-12-15
OTC|TCBC|TC BANCSHARES INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|5103|52|2025-12-15
OTC|TCBC|TC BANCSHARES INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|1050|11|2025-12-15
OTC|TCBPY|TC BIOPHARM HLDGS PLC SPONSORED ADS NEW 2025 (United Kingdom)|OTCX OTC LINK ECN ATS|OTCX|108|3|2025-12-15
OTC|TCCPY|TechnoPro Hldgs Inc American Depositary Receipts - Sponsored (Japan)|OTCN OTC LINK NQB IDQS|OTCN|799|2|2025-12-15
OTC|TCEFF|TERRA CLEAN ENERGY CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-15
OTC|TCEHY|Tencent Holdings Limited Unsponsored ADR Representing B Shares (Cayman Islands)|ARCA GLOBAL OTC|ARCA|1692740|8766|2025-12-15
OTC|TCEHY|Tencent Holdings Limited Unsponsored ADR Representing B Shares (Cayman Islands)|OTCN OTC LINK NQB IDQS|OTCN|1284591|5029|2025-12-15
OTC|TCEHY|Tencent Holdings Limited Unsponsored ADR Representing B Shares (Cayman Islands)|OTCX OTC LINK ECN ATS|OTCX|1643359|8729|2025-12-15
OTC|TCNNF|Trulieve Cannabis Corporation Common Shares (Canada)|ARCA GLOBAL OTC|ARCA|18837|91|2025-12-15
OTC|TCNNF|Trulieve Cannabis Corporation Common Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|83143|214|2025-12-15
OTC|TCNNF|Trulieve Cannabis Corporation Common Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|130675|466|2025-12-15
OTC|TCVNF|TOCVAN VENTURES CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|11100|9|2025-12-15
OTC|TCYSF|Tecsys Inc Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|40|1|2025-12-15
OTC|TDCB|Third Century Bancorp Common Stock|ARCA GLOBAL OTC|ARCA|500|2|2025-12-15
OTC|TDCB|Third Century Bancorp Common Stock|OTCN OTC LINK NQB IDQS|OTCN|156|1|2025-12-15
OTC|TDGGF|TDG GOLD CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|2000|1|2025-12-15
OTC|TDGMW|Tidewater Inc. Warrant 11/14/2042|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-15
OTC|TDHOY|T&D Holdings Inc Tokyo Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|1|1|2025-12-15
OTC|TDRK|Tiderock Companies, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|130100|3|2025-12-15
OTC|TDRRF|TUDOR GOLD CORP NEW Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|31500|4|2025-12-15
OTC|TDRRF|TUDOR GOLD CORP NEW Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|500|1|2025-12-15
OTC|TDSGF|Telo Genomics Corp Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|2307|1|2025-12-15
OTC|TDSGF|Telo Genomics Corp Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|3000|2|2025-12-15
OTC|TEBAF|TERRA BALCANICA RES CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|42490|9|2025-12-15
OTC|TELIF|TELESCOPE INNOVATIONS CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|166|1|2025-12-15
OTC|TELIF|TELESCOPE INNOVATIONS CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|10000|2|2025-12-15
OTC|TELNY|Telenor ASA American Depositary Shares|ARCA GLOBAL OTC|ARCA|6166|24|2025-12-15
OTC|TELNY|Telenor ASA American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|5212|23|2025-12-15
OTC|TELNY|Telenor ASA American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|6084|24|2025-12-15
OTC|TETOF|Tectonic Metals Inc. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|27690|10|2025-12-15
OTC|TEUTF|TEUTON RES CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|30000|2|2025-12-15
OTC|TEZNY|Terna Rete Elettrica Nazionale SPA Unsponsored American Depository Receipt (Italy)|ARCA GLOBAL OTC|ARCA|5503|46|2025-12-15
OTC|TEZNY|Terna Rete Elettrica Nazionale SPA Unsponsored American Depository Receipt (Italy)|OTCN OTC LINK NQB IDQS|OTCN|1469|17|2025-12-15
OTC|TEZNY|Terna Rete Elettrica Nazionale SPA Unsponsored American Depository Receipt (Italy)|OTCX OTC LINK ECN ATS|OTCX|1496|16|2025-12-15
OTC|TGCB|TEGO CYBER INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|2000|1|2025-12-15
OTC|TGIFF|1933 Inds Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|34000|1|2025-12-15
OTC|TGLDD|Renegade Gold Inc. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|11000|3|2025-12-15
OTC|TGLO|theglobe.com, inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|18000|8|2025-12-15
OTC|TGMPF|TANTALUS SYS HLDGS INC COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|600|5|2025-12-15
OTC|TGNT|Totaligent, Inc.  Common Stock|OTCN OTC LINK NQB IDQS|OTCN|10000|1|2025-12-15
OTC|TGOLF|Thunder Gold Corp. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|56000|3|2025-12-15
OTC|TGOLF|Thunder Gold Corp. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|10000|1|2025-12-15
OTC|TGOPY|3i Group Plc Unsponsored ADR (UK)|ARCA GLOBAL OTC|ARCA|250062|1296|2025-12-15
OTC|TGOPY|3i Group Plc Unsponsored ADR (UK)|OTCN OTC LINK NQB IDQS|OTCN|297157|947|2025-12-15
OTC|TGOPY|3i Group Plc Unsponsored ADR (UK)|OTCX OTC LINK ECN ATS|OTCX|160969|981|2025-12-15
OTC|TGSGY|TGS ASA American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|21752|113|2025-12-15
OTC|TGSGY|TGS ASA American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|9411|43|2025-12-15
OTC|TGSGY|TGS ASA American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|4557|40|2025-12-15
OTC|THBRF|Thunderbird Entertainment Group Inc. Common Stock  (Canada)|OTCX OTC LINK ECN ATS|OTCX|9800|3|2025-12-15
OTC|THKLY|T H K Co Ltd Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|6693|18|2025-12-15
OTC|THKLY|T H K Co Ltd Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|13|2|2025-12-15
OTC|THKLY|T H K Co Ltd Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|429|3|2025-12-15
OTC|THLLY|Thales American Depositary Receipts - Unsponsored (France)|ARCA GLOBAL OTC|ARCA|14716|86|2025-12-15
OTC|THLLY|Thales American Depositary Receipts - Unsponsored (France)|OTCN OTC LINK NQB IDQS|OTCN|6913|65|2025-12-15
OTC|THLLY|Thales American Depositary Receipts - Unsponsored (France)|OTCX OTC LINK ECN ATS|OTCX|7209|66|2025-12-15
OTC|THMG|Thunder Mountain Gold, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|28687|10|2025-12-15
